date,region,count
2021-04-11,NS,<20
2021-04-11,NU,<20
2021-04-11,ON,196
2021-04-11,PE,<20
2021-04-11,QC,<20
2021-04-11,SK,<20
2021-04-11,YT,<20
2021-04-11,NPTS,<20
2021-04-12,AB,<20
2021-04-12,BC,<20
2021-04-12,MB,<20
2021-04-12,NB,<20
2021-04-12,NL,<20
2021-04-12,NT,<20
2021-04-12,NS,<20
2021-04-12,NU,<20
2021-04-12,ON,186
2021-04-12,PE,<20
2021-04-12,QC,<20
2021-04-12,SK,<20
2021-04-12,YT,<20
2021-04-12,NPTS,<20
2021-04-13,AB,<20
2021-04-13,BC,<20
2021-04-13,MB,<20
2021-04-13,NB,<20
2021-04-13,NL,<20
2021-04-13,NT,<20
2021-04-13,NS,<20
2021-04-13,NU,<20
2021-04-13,ON,204
2021-04-13,PE,<20
2021-04-13,QC,<20
2021-04-13,SK,<20
2021-04-13,YT,<20
2021-04-13,NPTS,<20
2021-04-14,AB,<20
2021-04-14,BC,<20
2021-04-14,MB,<20
2021-04-14,NB,<20
2021-04-14,NL,<20
2021-04-14,NT,<20
2021-04-14,NS,<20
2021-04-14,NU,<20
2021-04-14,ON,183
2021-04-14,PE,<20
2021-04-14,QC,<20
2021-04-14,SK,22
2021-04-14,YT,<20
2021-04-14,NPTS,<20
2021-04-15,AB,<20
2021-04-15,BC,<20
2021-04-15,MB,<20
2021-04-15,NB,<20
2021-04-15,NL,<20
2021-04-15,NT,<20
2021-04-15,NS,<20
2021-04-15,NU,<20
2021-04-15,ON,183
2021-04-15,PE,<20
2021-04-15,QC,<20
2021-04-15,SK,<20
2021-04-15,YT,<20
2021-04-15,NPTS,<20
2021-04-16,AB,<20
2021-04-16,BC,<20
2021-04-16,MB,<20
2021-04-16,NB,<20
2021-04-16,NL,<20
2021-04-16,NT,<20
2021-04-16,NS,<20
2021-04-16,NU,<20
2021-04-16,ON,159
2021-04-16,PE,<20
2021-04-16,QC,<20
2021-04-16,SK,<20
2021-04-16,YT,<20
2021-04-16,NPTS,<20
2021-04-17,AB,<20
2021-04-17,BC,<20
2021-04-17,MB,<20
2021-04-17,NB,<20
2021-04-17,NL,<20
2021-04-17,NT,<20
2021-04-17,NS,<20
2021-04-17,NU,<20
2021-04-17,ON,168
2021-04-17,PE,<20
2021-04-17,QC,<20
2021-04-17,SK,<20
2021-04-17,YT,<20
2021-04-17,NPTS,<20
2021-04-18,AB,<20
2021-04-18,BC,<20
2021-04-18,MB,<20
2021-04-18,NB,<20
2021-04-18,NL,<20
2021-04-18,NT,<20
2021-04-18,NS,<20
2021-04-18,NU,<20
2021-04-18,ON,164
2021-04-18,PE,<20
2021-04-18,QC,<20
2021-04-18,SK,<20
2021-04-18,YT,<20
2021-04-18,NPTS,<20
2021-04-19,AB,<20
2021-04-19,BC,<20
2021-04-19,MB,<20
2021-04-19,NB,<20
2021-04-19,NL,<20
2021-04-19,NT,<20
2021-04-19,NS,<20
2021-04-19,NU,<20
2021-04-19,ON,133
2021-04-19,PE,<20
2021-04-19,QC,<20
2021-04-19,SK,<20
2021-04-19,YT,<20
2021-04-19,NPTS,<20
2021-04-20,AB,<20
2021-04-20,BC,<20
2021-04-20,MB,<20
2021-04-20,NB,<20
2021-04-20,NL,<20
2021-04-20,NT,<20
2021-04-20,NS,<20
2021-04-20,NU,<20
2021-04-20,ON,108
2021-04-20,PE,<20
2021-04-20,QC,<20
2021-04-20,SK,<20
2021-04-20,YT,<20
2021-04-20,NPTS,<20
