date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-04-11,1-6,android,1.4.5,<20
2021-04-11,1-6,android,1.4.6,<20
2021-04-11,1-6,ios,1.2.0,17889
2021-04-11,1-6,ios,1.2.1,9511
2021-04-11,1-6,ios,1.2.2,10785
2021-04-11,1-6,ios,1.2.3,31279
2021-04-11,1-6,ios,1.2.4,113011
2021-04-11,1-6,ios,1.2.6,1363361
2021-04-11,1-6,ios,1.2.7,371
2021-04-11,1-6,ios,1.2.8,28
2021-04-11,1-6,ios,1.2.9,<20
2021-04-11,1-6,ios,1.4.0,<20
2021-04-11,1-6,ios,1.4.1,<20
2021-04-11,1-6,ios,1.4.4,<20
2021-04-11,1-6,ios,1.4.5,<20
2021-04-11,1-6,ios,1.4.6,<20
2021-04-11,13-30,android,1.2.0,<20
2021-04-11,13-30,android,1.2.6,22
2021-04-11,13-30,ios,1.2.0,<20
2021-04-11,13-30,ios,1.2.2,<20
2021-04-11,13-30,ios,1.2.4,<20
2021-04-11,13-30,ios,1.2.6,<20
2021-04-11,30+,ios,1.2.0,<20
2021-04-11,7-12,android,1.2.0,418
2021-04-11,7-12,android,1.2.1,117
2021-04-11,7-12,android,1.2.2,133
2021-04-11,7-12,android,1.2.3,449
2021-04-11,7-12,android,1.2.4,847
2021-04-11,7-12,android,1.2.5,603
2021-04-11,7-12,android,1.2.6,32529
2021-04-11,7-12,android,1.2.7,<20
2021-04-11,7-12,android,1.2.8,<20
2021-04-11,7-12,ios,1.2.0,6566
2021-04-11,7-12,ios,1.2.1,3606
2021-04-11,7-12,ios,1.2.2,4348
2021-04-11,7-12,ios,1.2.3,13460
2021-04-11,7-12,ios,1.2.4,44858
2021-04-11,7-12,ios,1.2.6,710656
2021-04-11,7-12,ios,1.2.7,184
2021-04-11,7-12,ios,1.2.8,27
2021-04-11,7-12,ios,1.4.0,<20
2021-04-11,7-12,ios,1.4.1,<20
2021-04-11,7-12,ios,1.4.4,<20
2021-04-11,7-12,ios,1.4.6,<20
2021-04-12,1-6,android,1.2.0,2950
2021-04-12,1-6,android,1.2.1,1677
2021-04-12,1-6,android,1.2.2,1960
2021-04-12,1-6,android,1.2.3,6350
2021-04-12,1-6,android,1.2.4,13461
2021-04-12,1-6,android,1.2.5,7285
2021-04-12,1-6,android,1.2.6,598430
2021-04-12,1-6,android,1.2.7,12742
2021-04-12,1-6,android,1.2.8,495
2021-04-12,1-6,android,1.2.9,322
2021-04-12,1-6,android,1.4.2,<20
2021-04-12,1-6,android,1.4.3,<20
2021-04-12,1-6,android,1.4.4,<20
2021-04-12,1-6,android,1.4.5,<20
2021-04-12,1-6,android,1.4.6,<20
2021-04-12,1-6,ios,1.2.0,17917
2021-04-12,1-6,ios,1.2.1,9396
2021-04-12,1-6,ios,1.2.2,10497
2021-04-12,1-6,ios,1.2.3,30090
2021-04-12,1-6,ios,1.2.4,94807
2021-04-12,1-6,ios,1.2.6,1366326
2021-04-12,1-6,ios,1.2.7,20145
2021-04-12,1-6,ios,1.2.8,37
2021-04-12,1-6,ios,1.2.9,<20
2021-04-12,1-6,ios,1.4.0,<20
2021-04-12,1-6,ios,1.4.1,<20
2021-04-12,1-6,ios,1.4.4,<20
2021-04-12,1-6,ios,1.4.5,<20
2021-04-12,1-6,ios,1.4.6,<20
2021-04-12,13-30,android,1.2.0,<20
2021-04-12,13-30,android,1.2.4,<20
2021-04-12,13-30,android,1.2.6,<20
2021-04-12,13-30,android,1.2.7,<20
2021-04-12,13-30,ios,1.2.4,<20
2021-04-12,13-30,ios,1.2.6,24
2021-04-12,13-30,ios,1.2.7,<20
2021-04-12,30+,android,1.2.0,<20
2021-04-12,7-12,android,1.2.0,434
2021-04-12,7-12,android,1.2.1,114
2021-04-12,7-12,android,1.2.2,134
2021-04-12,7-12,android,1.2.3,410
2021-04-12,7-12,android,1.2.4,701
2021-04-12,7-12,android,1.2.5,314
2021-04-12,7-12,android,1.2.6,33991
2021-04-12,7-12,android,1.2.7,314
2021-04-12,7-12,android,1.2.8,<20
2021-04-12,7-12,android,1.2.9,<20
2021-04-12,7-12,android,1.4.4,<20
2021-04-12,7-12,ios,1.2.0,6211
2021-04-12,7-12,ios,1.2.1,3429
2021-04-12,7-12,ios,1.2.2,4213
2021-04-12,7-12,ios,1.2.3,12667
2021-04-12,7-12,ios,1.2.4,37249
2021-04-12,7-12,ios,1.2.6,709879
2021-04-12,7-12,ios,1.2.7,11904
2021-04-12,7-12,ios,1.2.8,22
2021-04-12,7-12,ios,1.4.0,<20
2021-04-12,7-12,ios,1.4.1,<20
2021-04-12,7-12,ios,1.4.4,<20
2021-04-12,7-12,ios,1.4.5,<20
2021-04-12,7-12,ios,1.4.6,<20
2021-04-13,1-6,android,1.2.0,2884
2021-04-13,1-6,android,1.2.1,1601
2021-04-13,1-6,android,1.2.2,1875
2021-04-13,1-6,android,1.2.3,6022
2021-04-13,1-6,android,1.2.4,10765
2021-04-13,1-6,android,1.2.5,4494
2021-04-13,1-6,android,1.2.6,481245
2021-04-13,1-6,android,1.2.7,137508
2021-04-13,1-6,android,1.2.8,400
2021-04-13,1-6,android,1.2.9,230
2021-04-13,1-6,android,1.4.2,<20
2021-04-13,1-6,android,1.4.3,<20
2021-04-13,1-6,android,1.4.4,<20
2021-04-13,1-6,android,1.4.5,<20
2021-04-13,1-6,android,1.4.6,<20
2021-04-13,1-6,ios,1.2.0,17444
2021-04-13,1-6,ios,1.2.1,8960
2021-04-13,1-6,ios,1.2.2,9897
2021-04-13,1-6,ios,1.2.3,28039
2021-04-13,1-6,ios,1.2.4,76154
2021-04-13,1-6,ios,1.2.6,965720
2021-04-13,1-6,ios,1.2.7,410364
2021-04-13,1-6,ios,1.2.8,59
2021-04-13,1-6,ios,1.2.9,<20
2021-04-13,1-6,ios,1.4.0,<20
2021-04-13,1-6,ios,1.4.1,<20
2021-04-13,1-6,ios,1.4.4,<20
2021-04-13,1-6,ios,1.4.5,<20
2021-04-13,1-6,ios,1.4.6,<20
2021-04-13,13-30,android,1.2.0,<20
2021-04-13,13-30,android,1.2.5,<20
2021-04-13,13-30,android,1.2.6,<20
2021-04-13,13-30,android,1.2.7,<20
2021-04-13,13-30,ios,1.2.0,<20
2021-04-13,13-30,ios,1.2.3,<20
2021-04-13,13-30,ios,1.2.6,<20
2021-04-13,13-30,ios,1.2.7,<20
2021-04-13,30+,android,1.2.7,<20
2021-04-13,7-12,android,1.2.0,449
2021-04-13,7-12,android,1.2.1,119
2021-04-13,7-12,android,1.2.2,141
2021-04-13,7-12,android,1.2.3,410
2021-04-13,7-12,android,1.2.4,575
2021-04-13,7-12,android,1.2.5,210
2021-04-13,7-12,android,1.2.6,26490
2021-04-13,7-12,android,1.2.7,8768
2021-04-13,7-12,android,1.2.8,<20
2021-04-13,7-12,android,1.2.9,<20
2021-04-13,7-12,ios,1.2.0,6373
2021-04-13,7-12,ios,1.2.1,3567
2021-04-13,7-12,ios,1.2.2,4453
2021-04-13,7-12,ios,1.2.3,12524
2021-04-13,7-12,ios,1.2.4,31942
2021-04-13,7-12,ios,1.2.6,485259
2021-04-13,7-12,ios,1.2.7,275496
2021-04-13,7-12,ios,1.2.8,42
2021-04-13,7-12,ios,1.2.9,<20
2021-04-13,7-12,ios,1.4.0,<20
2021-04-13,7-12,ios,1.4.1,<20
2021-04-13,7-12,ios,1.4.4,<20
2021-04-13,7-12,ios,1.4.5,<20
2021-04-13,7-12,ios,1.4.6,<20
2021-04-14,1-6,android,1.2.0,2861
2021-04-14,1-6,android,1.2.1,1589
2021-04-14,1-6,android,1.2.2,1845
2021-04-14,1-6,android,1.2.3,5628
2021-04-14,1-6,android,1.2.4,9199
2021-04-14,1-6,android,1.2.5,3380
2021-04-14,1-6,android,1.2.6,181682
2021-04-14,1-6,android,1.2.7,440485
2021-04-14,1-6,android,1.2.8,322
2021-04-14,1-6,android,1.2.9,195
2021-04-14,1-6,android,1.4.2,<20
2021-04-14,1-6,android,1.4.3,<20
2021-04-14,1-6,android,1.4.4,<20
2021-04-14,1-6,android,1.4.5,<20
2021-04-14,1-6,android,1.4.6,<20
2021-04-14,1-6,ios,1.2.0,17175
2021-04-14,1-6,ios,1.2.1,8810
2021-04-14,1-6,ios,1.2.2,9751
2021-04-14,1-6,ios,1.2.3,26631
2021-04-14,1-6,ios,1.2.4,65084
2021-04-14,1-6,ios,1.2.6,323668
2021-04-14,1-6,ios,1.2.7,1050151
2021-04-14,1-6,ios,1.2.8,30
2021-04-14,1-6,ios,1.2.9,<20
2021-04-14,1-6,ios,1.4.0,<20
2021-04-14,1-6,ios,1.4.1,<20
2021-04-14,1-6,ios,1.4.4,<20
2021-04-14,1-6,ios,1.4.5,<20
2021-04-14,1-6,ios,1.4.6,<20
2021-04-14,13-30,android,1.2.0,<20
2021-04-14,13-30,android,1.2.3,<20
2021-04-14,13-30,android,1.2.6,<20
2021-04-14,13-30,android,1.2.7,<20
2021-04-14,13-30,ios,1.2.0,<20
2021-04-14,13-30,ios,1.2.2,<20
2021-04-14,13-30,ios,1.2.6,<20
2021-04-14,13-30,ios,1.2.7,31
2021-04-14,30+,ios,1.2.3,<20
2021-04-14,7-12,android,1.2.0,436
2021-04-14,7-12,android,1.2.1,108
2021-04-14,7-12,android,1.2.2,123
2021-04-14,7-12,android,1.2.3,404
2021-04-14,7-12,android,1.2.4,522
2021-04-14,7-12,android,1.2.5,177
2021-04-14,7-12,android,1.2.6,6212
2021-04-14,7-12,android,1.2.7,28774
2021-04-14,7-12,android,1.2.8,<20
2021-04-14,7-12,android,1.4.3,<20
2021-04-14,7-12,ios,1.2.0,6250
2021-04-14,7-12,ios,1.2.1,3419
2021-04-14,7-12,ios,1.2.2,4190
2021-04-14,7-12,ios,1.2.3,11896
2021-04-14,7-12,ios,1.2.4,26888
2021-04-14,7-12,ios,1.2.6,134114
2021-04-14,7-12,ios,1.2.7,648713
2021-04-14,7-12,ios,1.2.8,<20
2021-04-14,7-12,ios,1.2.9,<20
2021-04-14,7-12,ios,1.4.0,<20
2021-04-14,7-12,ios,1.4.1,<20
2021-04-14,7-12,ios,1.4.4,<20
2021-04-14,7-12,ios,1.4.5,<20
2021-04-15,1-6,android,1.2.0,2775
2021-04-15,1-6,android,1.2.1,1531
2021-04-15,1-6,android,1.2.2,1779
2021-04-15,1-6,android,1.2.3,5425
2021-04-15,1-6,android,1.2.4,8163
2021-04-15,1-6,android,1.2.5,2771
2021-04-15,1-6,android,1.2.6,79974
2021-04-15,1-6,android,1.2.7,544094
2021-04-15,1-6,android,1.2.8,300
2021-04-15,1-6,android,1.2.9,159
2021-04-15,1-6,android,1.4.2,<20
2021-04-15,1-6,android,1.4.3,<20
2021-04-15,1-6,android,1.4.4,<20
2021-04-15,1-6,android,1.4.5,<20
2021-04-15,1-6,android,1.4.6,<20
2021-04-15,1-6,ios,1.2.0,16973
2021-04-15,1-6,ios,1.2.1,8696
2021-04-15,1-6,ios,1.2.2,9419
2021-04-15,1-6,ios,1.2.3,25564
2021-04-15,1-6,ios,1.2.4,57022
2021-04-15,1-6,ios,1.2.6,118072
2021-04-15,1-6,ios,1.2.7,1233699
2021-04-15,1-6,ios,1.2.8,<20
2021-04-15,1-6,ios,1.2.9,<20
2021-04-15,1-6,ios,1.4.1,<20
2021-04-15,1-6,ios,1.4.6,<20
2021-04-15,13-30,android,1.2.0,<20
2021-04-15,13-30,android,1.2.6,<20
2021-04-15,13-30,android,1.2.7,31
2021-04-15,13-30,ios,1.2.1,<20
2021-04-15,13-30,ios,1.2.3,<20
2021-04-15,13-30,ios,1.2.6,<20
2021-04-15,13-30,ios,1.2.7,63
2021-04-15,7-12,android,1.2.0,412
2021-04-15,7-12,android,1.2.1,114
2021-04-15,7-12,android,1.2.2,137
2021-04-15,7-12,android,1.2.3,373
2021-04-15,7-12,android,1.2.4,444
2021-04-15,7-12,android,1.2.5,166
2021-04-15,7-12,android,1.2.6,2646
2021-04-15,7-12,android,1.2.7,33495
2021-04-15,7-12,android,1.2.8,<20
2021-04-15,7-12,android,1.4.2,<20
2021-04-15,7-12,ios,1.2.0,6085
2021-04-15,7-12,ios,1.2.1,3234
2021-04-15,7-12,ios,1.2.2,4103
2021-04-15,7-12,ios,1.2.3,11219
2021-04-15,7-12,ios,1.2.4,23841
2021-04-15,7-12,ios,1.2.6,45514
2021-04-15,7-12,ios,1.2.7,774564
2021-04-15,7-12,ios,1.2.8,<20
2021-04-15,7-12,ios,1.2.9,<20
2021-04-15,7-12,ios,1.4.6,<20
2021-04-16,1-6,android,1.2.0,2733
2021-04-16,1-6,android,1.2.1,1514
2021-04-16,1-6,android,1.2.2,1706
2021-04-16,1-6,android,1.2.3,5348
2021-04-16,1-6,android,1.2.4,7331
2021-04-16,1-6,android,1.2.5,2391
2021-04-16,1-6,android,1.2.6,38329
2021-04-16,1-6,android,1.2.7,588609
2021-04-16,1-6,android,1.2.8,388
2021-04-16,1-6,android,1.2.9,165
2021-04-16,1-6,android,1.4.2,<20
2021-04-16,1-6,android,1.4.3,<20
2021-04-16,1-6,android,1.4.4,<20
2021-04-16,1-6,android,1.4.5,<20
2021-04-16,1-6,android,1.4.6,<20
2021-04-16,1-6,android,1.5.2,<20
2021-04-16,1-6,ios,1.2.0,16661
2021-04-16,1-6,ios,1.2.1,8417
2021-04-16,1-6,ios,1.2.2,9089
2021-04-16,1-6,ios,1.2.3,24227
2021-04-16,1-6,ios,1.2.4,50908
2021-04-16,1-6,ios,1.2.6,83192
2021-04-16,1-6,ios,1.2.7,1294653
2021-04-16,1-6,ios,1.2.8,<20
2021-04-16,1-6,ios,1.4.0,<20
2021-04-16,1-6,ios,1.4.1,<20
2021-04-16,13-30,android,1.2.0,<20
2021-04-16,13-30,android,1.2.5,<20
2021-04-16,13-30,android,1.2.6,<20
2021-04-16,13-30,android,1.2.7,24
2021-04-16,13-30,ios,1.2.1,<20
2021-04-16,13-30,ios,1.2.3,<20
2021-04-16,13-30,ios,1.2.6,<20
2021-04-16,13-30,ios,1.2.7,64
2021-04-16,30+,ios,1.2.7,<20
2021-04-16,7-12,android,1.2.0,429
2021-04-16,7-12,android,1.2.1,96
2021-04-16,7-12,android,1.2.2,147
2021-04-16,7-12,android,1.2.3,363
2021-04-16,7-12,android,1.2.4,438
2021-04-16,7-12,android,1.2.5,130
2021-04-16,7-12,android,1.2.6,1503
2021-04-16,7-12,android,1.2.7,34549
2021-04-16,7-12,android,1.2.9,<20
2021-04-16,7-12,ios,1.2.0,6024
2021-04-16,7-12,ios,1.2.1,3221
2021-04-16,7-12,ios,1.2.2,4063
2021-04-16,7-12,ios,1.2.3,10994
2021-04-16,7-12,ios,1.2.4,21589
2021-04-16,7-12,ios,1.2.6,32141
2021-04-16,7-12,ios,1.2.7,772994
2021-04-16,7-12,ios,1.2.8,<20
2021-04-16,7-12,ios,1.4.4,<20
2021-04-17,1-6,android,1.2.0,2635
2021-04-17,1-6,android,1.2.1,1483
2021-04-17,1-6,android,1.2.2,1647
2021-04-17,1-6,android,1.2.3,4976
2021-04-17,1-6,android,1.2.4,6603
2021-04-17,1-6,android,1.2.5,2049
2021-04-17,1-6,android,1.2.6,17289
2021-04-17,1-6,android,1.2.7,605928
2021-04-17,1-6,android,1.2.8,379
2021-04-17,1-6,android,1.2.9,150
2021-04-17,1-6,android,1.4.2,<20
2021-04-17,1-6,android,1.4.3,<20
2021-04-17,1-6,android,1.4.4,<20
2021-04-17,1-6,android,1.4.5,<20
2021-04-17,1-6,android,1.4.6,<20
2021-04-17,1-6,ios,1.2.0,15975
2021-04-17,1-6,ios,1.2.1,8247
2021-04-17,1-6,ios,1.2.2,8907
2021-04-17,1-6,ios,1.2.3,23148
2021-04-17,1-6,ios,1.2.4,46209
2021-04-17,1-6,ios,1.2.6,67169
2021-04-17,1-6,ios,1.2.7,1318919
2021-04-17,1-6,ios,1.2.8,<20
2021-04-17,1-6,ios,1.4.1,<20
2021-04-17,1-6,ios,1.4.4,<20
2021-04-17,1-6,ios,1.4.6,<20
2021-04-17,13-30,android,1.2.0,25
2021-04-17,13-30,android,1.2.7,22
2021-04-17,13-30,ios,1.2.6,<20
2021-04-17,13-30,ios,1.2.7,79
2021-04-17,7-12,android,1.2.0,402
2021-04-17,7-12,android,1.2.1,87
2021-04-17,7-12,android,1.2.2,109
2021-04-17,7-12,android,1.2.3,357
2021-04-17,7-12,android,1.2.4,395
2021-04-17,7-12,android,1.2.5,122
2021-04-17,7-12,android,1.2.6,800
2021-04-17,7-12,android,1.2.7,34947
2021-04-17,7-12,android,1.2.8,<20
2021-04-17,7-12,ios,1.2.0,6187
2021-04-17,7-12,ios,1.2.1,3114
2021-04-17,7-12,ios,1.2.2,3855
2021-04-17,7-12,ios,1.2.3,10529
2021-04-17,7-12,ios,1.2.4,19310
2021-04-17,7-12,ios,1.2.6,26027
2021-04-17,7-12,ios,1.2.7,775975
2021-04-17,7-12,ios,1.2.8,<20
2021-04-17,7-12,ios,1.4.5,<20
2021-04-18,1-6,android,1.2.0,2618
2021-04-18,1-6,android,1.2.1,1447
2021-04-18,1-6,android,1.2.2,1602
2021-04-18,1-6,android,1.2.3,4771
2021-04-18,1-6,android,1.2.4,6054
2021-04-18,1-6,android,1.2.5,1837
2021-04-18,1-6,android,1.2.6,9852
2021-04-18,1-6,android,1.2.7,618122
2021-04-18,1-6,android,1.2.8,353
2021-04-18,1-6,android,1.2.9,164
2021-04-18,1-6,android,1.4.2,<20
2021-04-18,1-6,android,1.4.3,<20
2021-04-18,1-6,android,1.4.4,<20
2021-04-18,1-6,android,1.4.5,<20
2021-04-18,1-6,android,1.4.6,<20
2021-04-18,1-6,ios,1.2.0,16006
2021-04-18,1-6,ios,1.2.1,8154
2021-04-18,1-6,ios,1.2.2,8832
2021-04-18,1-6,ios,1.2.3,22461
2021-04-18,1-6,ios,1.2.4,42595
2021-04-18,1-6,ios,1.2.6,53175
2021-04-18,1-6,ios,1.2.7,1352585
2021-04-18,1-6,ios,1.2.8,<20
2021-04-18,1-6,ios,1.4.0,<20
2021-04-18,1-6,ios,1.4.1,<20
2021-04-18,1-6,ios,1.4.4,<20
2021-04-18,13-30,android,1.2.0,22
2021-04-18,13-30,android,1.2.7,<20
2021-04-18,13-30,ios,1.2.1,<20
2021-04-18,13-30,ios,1.2.2,<20
2021-04-18,13-30,ios,1.2.4,<20
2021-04-18,13-30,ios,1.2.6,<20
2021-04-18,13-30,ios,1.2.7,82
2021-04-18,30+,ios,1.2.0,<20
2021-04-18,7-12,android,1.2.0,400
2021-04-18,7-12,android,1.2.1,89
2021-04-18,7-12,android,1.2.2,106
2021-04-18,7-12,android,1.2.3,330
2021-04-18,7-12,android,1.2.4,384
2021-04-18,7-12,android,1.2.5,104
2021-04-18,7-12,android,1.2.6,495
2021-04-18,7-12,android,1.2.7,35141
2021-04-18,7-12,android,1.2.8,<20
2021-04-18,7-12,android,1.2.9,<20
2021-04-18,7-12,ios,1.2.0,5813
2021-04-18,7-12,ios,1.2.1,2971
2021-04-18,7-12,ios,1.2.2,3674
2021-04-18,7-12,ios,1.2.3,9966
2021-04-18,7-12,ios,1.2.4,17618
2021-04-18,7-12,ios,1.2.6,20407
2021-04-18,7-12,ios,1.2.7,768777
2021-04-18,7-12,ios,1.2.8,<20
2021-04-18,7-12,ios,1.2.9,<20
2021-04-18,7-12,ios,1.4.4,<20
2021-04-18,7-12,ios,1.4.5,<20
2021-04-19,1-6,android,1.2.0,2678
2021-04-19,1-6,android,1.2.1,1462
2021-04-19,1-6,android,1.2.2,1609
2021-04-19,1-6,android,1.2.3,4778
2021-04-19,1-6,android,1.2.4,5840
2021-04-19,1-6,android,1.2.5,1711
2021-04-19,1-6,android,1.2.6,7817
2021-04-19,1-6,android,1.2.7,628354
2021-04-19,1-6,android,1.2.8,431
2021-04-19,1-6,android,1.2.9,206
2021-04-19,1-6,android,1.4.2,<20
2021-04-19,1-6,android,1.4.3,<20
2021-04-19,1-6,android,1.4.4,<20
2021-04-19,1-6,android,1.4.5,<20
2021-04-19,1-6,android,1.4.6,<20
2021-04-19,1-6,ios,1.2.0,16219
2021-04-19,1-6,ios,1.2.1,7933
2021-04-19,1-6,ios,1.2.2,8617
2021-04-19,1-6,ios,1.2.3,22004
2021-04-19,1-6,ios,1.2.4,39893
2021-04-19,1-6,ios,1.2.6,44299
2021-04-19,1-6,ios,1.2.7,1375967
2021-04-19,1-6,ios,1.2.8,<20
2021-04-19,1-6,ios,1.4.1,<20
2021-04-19,1-6,ios,1.4.6,<20
2021-04-19,13-30,android,1.2.0,<20
2021-04-19,13-30,android,1.2.4,<20
2021-04-19,13-30,android,1.2.6,<20
2021-04-19,13-30,android,1.2.7,24
2021-04-19,13-30,ios,1.2.4,<20
2021-04-19,13-30,ios,1.2.6,<20
2021-04-19,13-30,ios,1.2.7,59
2021-04-19,7-12,android,1.2.0,387
2021-04-19,7-12,android,1.2.1,94
2021-04-19,7-12,android,1.2.2,112
2021-04-19,7-12,android,1.2.3,352
2021-04-19,7-12,android,1.2.4,355
2021-04-19,7-12,android,1.2.5,107
2021-04-19,7-12,android,1.2.6,386
2021-04-19,7-12,android,1.2.7,36359
2021-04-19,7-12,android,1.2.8,<20
2021-04-19,7-12,android,1.2.9,<20
2021-04-19,7-12,ios,1.2.0,5458
2021-04-19,7-12,ios,1.2.1,3011
2021-04-19,7-12,ios,1.2.2,3647
2021-04-19,7-12,ios,1.2.3,9534
2021-04-19,7-12,ios,1.2.4,16185
2021-04-19,7-12,ios,1.2.6,16490
2021-04-19,7-12,ios,1.2.7,769757
2021-04-19,7-12,ios,1.2.8,<20
2021-04-19,7-12,ios,1.2.9,<20
2021-04-19,7-12,ios,1.4.0,<20
2021-04-19,7-12,ios,1.4.1,<20
2021-04-19,7-12,ios,1.4.6,<20
2021-04-20,1-6,android,1.2.0,2561
2021-04-20,1-6,android,1.2.1,1415
2021-04-20,1-6,android,1.2.2,1565
2021-04-20,1-6,android,1.2.3,4547
2021-04-20,1-6,android,1.2.4,5379
2021-04-20,1-6,android,1.2.5,1571
2021-04-20,1-6,android,1.2.6,6071
2021-04-20,1-6,android,1.2.7,630426
2021-04-20,1-6,android,1.2.8,479
2021-04-20,1-6,android,1.2.9,169
2021-04-20,1-6,android,1.4.2,<20
2021-04-20,1-6,android,1.4.3,<20
2021-04-20,1-6,android,1.4.4,<20
2021-04-20,1-6,android,1.4.5,<20
2021-04-20,1-6,android,1.4.6,<20
2021-04-20,1-6,ios,1.2.0,15958
2021-04-20,1-6,ios,1.2.1,7871
2021-04-20,1-6,ios,1.2.2,8477
2021-04-20,1-6,ios,1.2.3,21399
2021-04-20,1-6,ios,1.2.4,36991
2021-04-20,1-6,ios,1.2.6,37698
2021-04-20,1-6,ios,1.2.7,1395521
2021-04-20,1-6,ios,1.2.8,<20
2021-04-20,1-6,ios,1.4.0,<20
2021-04-20,1-6,ios,1.4.1,<20
2021-04-20,1-6,ios,1.4.6,<20
2021-04-20,13-30,android,1.2.0,27
2021-04-20,13-30,android,1.2.7,<20
2021-04-20,13-30,ios,1.2.6,<20
2021-04-20,13-30,ios,1.2.7,58
2021-04-20,7-12,android,1.2.0,409
2021-04-20,7-12,android,1.2.1,81
2021-04-20,7-12,android,1.2.2,100
2021-04-20,7-12,android,1.2.3,293
2021-04-20,7-12,android,1.2.4,289
2021-04-20,7-12,android,1.2.5,84
2021-04-20,7-12,android,1.2.6,293
2021-04-20,7-12,android,1.2.7,35875
2021-04-20,7-12,android,1.2.8,<20
2021-04-20,7-12,android,1.2.9,<20
2021-04-20,7-12,ios,1.2.0,5282
2021-04-20,7-12,ios,1.2.1,2816
2021-04-20,7-12,ios,1.2.2,3477
2021-04-20,7-12,ios,1.2.3,8892
2021-04-20,7-12,ios,1.2.4,14795
2021-04-20,7-12,ios,1.2.6,13330
2021-04-20,7-12,ios,1.2.7,765359
2021-04-20,7-12,ios,1.2.8,<20
2021-04-20,7-12,ios,1.4.0,<20
2021-04-20,7-12,ios,1.4.1,<20
2021-04-21,1-6,android,1.2.0,2541
2021-04-21,1-6,android,1.2.1,1380
2021-04-21,1-6,android,1.2.2,1483
2021-04-21,1-6,android,1.2.3,4282
2021-04-21,1-6,android,1.2.4,4958
2021-04-21,1-6,android,1.2.5,1430
2021-04-21,1-6,android,1.2.6,5054
2021-04-21,1-6,android,1.2.7,634461
2021-04-21,1-6,android,1.2.8,502
2021-04-21,1-6,android,1.2.9,141
2021-04-21,1-6,android,1.4.2,<20
2021-04-21,1-6,android,1.4.3,<20
2021-04-21,1-6,android,1.4.4,<20
2021-04-21,1-6,android,1.4.5,<20
2021-04-21,1-6,android,1.4.6,<20
2021-04-21,1-6,ios,1.2.0,15188
2021-04-21,1-6,ios,1.2.1,7435
2021-04-21,1-6,ios,1.2.2,7791
2021-04-21,1-6,ios,1.2.3,19696
2021-04-21,1-6,ios,1.2.4,32750
2021-04-21,1-6,ios,1.2.6,31094
2021-04-21,1-6,ios,1.2.7,1344894
2021-04-21,1-6,ios,1.2.8,<20
2021-04-21,1-6,ios,1.4.0,<20
2021-04-21,1-6,ios,1.4.6,<20
2021-04-21,13-30,android,1.2.0,<20
2021-04-21,13-30,android,1.2.7,<20
2021-04-21,13-30,ios,1.2.0,<20
2021-04-21,13-30,ios,1.2.2,<20
2021-04-21,13-30,ios,1.2.4,<20
2021-04-21,13-30,ios,1.2.6,<20
2021-04-21,13-30,ios,1.2.7,54
2021-04-21,30+,ios,1.2.0,<20
2021-04-21,7-12,android,1.2.0,381
2021-04-21,7-12,android,1.2.1,97
2021-04-21,7-12,android,1.2.2,115
2021-04-21,7-12,android,1.2.3,309
2021-04-21,7-12,android,1.2.4,302
2021-04-21,7-12,android,1.2.5,84
2021-04-21,7-12,android,1.2.6,296
2021-04-21,7-12,android,1.2.7,35998
2021-04-21,7-12,android,1.2.8,<20
2021-04-21,7-12,ios,1.2.0,5683
2021-04-21,7-12,ios,1.2.1,3047
2021-04-21,7-12,ios,1.2.2,3767
2021-04-21,7-12,ios,1.2.3,9358
2021-04-21,7-12,ios,1.2.4,15110
2021-04-21,7-12,ios,1.2.6,12429
2021-04-21,7-12,ios,1.2.7,828791
2021-04-21,7-12,ios,1.2.8,<20
2021-04-21,7-12,ios,1.4.0,<20
2021-04-21,7-12,ios,1.4.1,<20
2021-04-21,7-12,ios,1.4.4,<20
2021-04-22,1-6,android,1.2.0,2525
2021-04-22,1-6,android,1.2.1,1334
2021-04-22,1-6,android,1.2.2,1434
2021-04-22,1-6,android,1.2.3,4194
2021-04-22,1-6,android,1.2.4,4611
2021-04-22,1-6,android,1.2.5,1329
2021-04-22,1-6,android,1.2.6,4526
2021-04-22,1-6,android,1.2.7,635554
2021-04-22,1-6,android,1.2.8,639
2021-04-22,1-6,android,1.2.9,163
2021-04-22,1-6,android,1.4.2,<20
2021-04-22,1-6,android,1.4.3,<20
2021-04-22,1-6,android,1.4.4,<20
2021-04-22,1-6,android,1.4.5,<20
2021-04-22,1-6,android,1.4.6,<20
2021-04-22,1-6,ios,1.2.0,15255
2021-04-22,1-6,ios,1.2.1,7468
2021-04-22,1-6,ios,1.2.2,7860
2021-04-22,1-6,ios,1.2.3,19205
2021-04-22,1-6,ios,1.2.4,31173
2021-04-22,1-6,ios,1.2.6,27232
2021-04-22,1-6,ios,1.2.7,1372953
2021-04-22,1-6,ios,1.2.8,<20
2021-04-22,1-6,ios,1.4.0,<20
2021-04-22,13-30,android,1.2.0,<20
2021-04-22,13-30,android,1.2.7,20
2021-04-22,13-30,ios,1.2.2,<20
2021-04-22,13-30,ios,1.2.3,<20
2021-04-22,13-30,ios,1.2.6,<20
2021-04-22,13-30,ios,1.2.7,65
2021-04-22,7-12,android,1.2.0,406
2021-04-22,7-12,android,1.2.1,89
