date,appos,appversion,count
2021-02-25,android,235,<20
2021-02-25,android,239,<20
2021-02-25,android,241,<20
2021-02-25,android,244,<20
2021-02-25,ios,238,<20
2021-02-25,ios,239,<20
2021-02-25,ios,241,<20
2021-02-25,ios,244,<20
2021-02-26,android,235,<20
2021-02-26,android,239,<20
2021-02-26,android,241,<20
2021-02-26,android,246,1830
2021-02-26,android,248,22
2021-02-26,android,252,<20
2021-02-26,ios,238,<20
2021-02-26,ios,239,<20
2021-02-26,ios,241,<20
2021-02-26,ios,244,<20
2021-02-26,ios,246,13539
2021-02-26,ios,248,<20
2021-02-27,android,235,<20
2021-02-27,android,241,<20
2021-02-27,android,246,255307
2021-02-27,android,248,2216
2021-02-27,android,252,298
2021-02-27,android,267,42
2021-02-27,ios,238,<20
2021-02-27,ios,241,<20
2021-02-27,ios,246,1304161
2021-02-27,ios,248,638
2021-02-27,ios,252,41
2021-02-27,ios,267,<20
2021-02-28,android,235,<20
2021-02-28,android,241,<20
2021-02-28,android,246,467230
2021-02-28,android,248,4869
2021-02-28,android,252,593
2021-02-28,android,267,55
2021-02-28,ios,238,<20
2021-02-28,ios,241,<20
2021-02-28,ios,246,2014641
2021-02-28,ios,248,7570
2021-02-28,ios,252,80
2021-02-28,ios,267,<20
2021-03-01,android,235,<20
2021-03-01,android,241,<20
2021-03-01,android,246,546752
2021-03-01,android,248,6999
2021-03-01,android,252,718
2021-03-01,android,267,59
2021-03-01,ios,238,<20
2021-03-01,ios,241,<20
2021-03-01,ios,246,2213462
2021-03-01,ios,248,12833
2021-03-01,ios,252,130
2021-03-01,ios,267,<20
2021-03-02,android,246,586026
2021-03-02,android,248,9181
2021-03-02,android,252,908
2021-03-02,android,267,74
2021-03-02,ios,241,<20
2021-03-02,ios,246,2257393
2021-03-02,ios,248,16206
2021-03-02,ios,252,169
2021-03-02,ios,267,<20
2021-03-03,android,241,<20
2021-03-03,android,246,602682
2021-03-03,android,248,12171
2021-03-03,android,252,925
2021-03-03,android,267,81
2021-03-03,ios,241,<20
2021-03-03,ios,246,2292542
2021-03-03,ios,248,19590
2021-03-03,ios,252,195
2021-03-03,ios,267,<20
2021-03-04,android,241,<20
2021-03-04,android,246,603981
2021-03-04,android,247,100
2021-03-04,android,248,17354
2021-03-04,android,252,1066
2021-03-04,android,267,77
2021-03-04,ios,233,<20
2021-03-04,ios,241,<20
2021-03-04,ios,246,2316160
2021-03-04,ios,248,24609
2021-03-04,ios,252,215
2021-03-04,ios,267,<20
2021-03-05,android,246,593831
2021-03-05,android,247,<20
2021-03-05,android,248,32226
2021-03-05,android,252,1149
2021-03-05,android,267,54
2021-03-05,ios,241,<20
2021-03-05,ios,246,2323732
2021-03-05,ios,247,<20
2021-03-05,ios,248,36978
2021-03-05,ios,252,245
2021-03-05,ios,267,<20
2021-03-06,android,246,485813
2021-03-06,android,248,149747
2021-03-06,android,252,1024
2021-03-06,android,267,65
2021-03-06,ios,241,<20
2021-03-06,ios,246,2212426
2021-03-06,ios,247,<20
2021-03-06,ios,248,157864
2021-03-06,ios,252,262
2021-03-06,ios,267,<20
2021-03-07,android,246,194327
2021-03-07,android,248,456644
2021-03-07,android,252,780
2021-03-07,android,267,36
2021-03-07,ios,241,<20
2021-03-07,ios,246,780563
2021-03-07,ios,247,<20
2021-03-07,ios,248,1591371
2021-03-07,ios,252,252
2021-03-07,ios,267,<20
2021-03-08,android,246,89730
2021-03-08,android,248,574152
2021-03-08,android,252,726
2021-03-08,android,267,32
2021-03-08,ios,241,<20
2021-03-08,ios,246,269790
2021-03-08,ios,247,<20
2021-03-08,ios,248,2113406
2021-03-08,ios,252,244
2021-03-08,ios,267,<20
2021-03-09,android,246,41096
2021-03-09,android,247,<20
2021-03-09,android,248,629107
2021-03-09,android,252,902
2021-03-09,android,267,38
2021-03-09,ios,241,<20
2021-03-09,ios,246,165706
2021-03-09,ios,248,2227128
2021-03-09,ios,252,293
2021-03-09,ios,267,<20
2021-03-10,android,246,18928
2021-03-10,android,248,657363
2021-03-10,android,252,1015
2021-03-10,android,267,36
2021-03-10,ios,241,<20
2021-03-10,ios,246,130839
2021-03-10,ios,248,2270129
2021-03-10,ios,252,357
2021-03-10,ios,267,<20
2021-03-11,android,246,12564
2021-03-11,android,248,666437
2021-03-11,android,252,1434
2021-03-11,android,267,42
2021-03-11,ios,241,<20
2021-03-11,ios,246,100827
2021-03-11,ios,248,2306322
2021-03-11,ios,252,435
2021-03-11,ios,267,<20
2021-03-12,android,246,10075
2021-03-12,android,248,666465
2021-03-12,android,252,7781
2021-03-12,android,267,47
2021-03-12,ios,241,<20
2021-03-12,ios,246,81820
2021-03-12,ios,248,2328968
2021-03-12,ios,252,2212
2021-03-12,ios,267,<20
2021-03-13,android,246,8364
2021-03-13,android,248,531350
2021-03-13,android,252,139492
2021-03-13,android,267,49
2021-03-13,ios,241,<20
2021-03-13,ios,246,69831
2021-03-13,ios,248,2252223
2021-03-13,ios,252,91342
2021-03-13,ios,267,<20
2021-03-14,android,246,7333
2021-03-14,android,248,190239
2021-03-14,android,252,480751
2021-03-14,android,267,52
2021-03-14,ios,241,<20
2021-03-14,ios,246,61406
2021-03-14,ios,248,639706
2021-03-14,ios,252,1714506
2021-03-14,ios,267,<20
2021-03-15,android,246,6704
2021-03-15,android,248,92803
2021-03-15,android,252,583001
2021-03-15,android,267,60
2021-03-15,ios,241,<20
2021-03-15,ios,246,54934
2021-03-15,ios,248,241248
2021-03-15,ios,252,2126318
2021-03-15,ios,267,<20
2021-03-16,android,246,5974
2021-03-16,android,248,43208
2021-03-16,android,252,634777
2021-03-16,android,267,60
2021-03-16,ios,241,<20
2021-03-16,ios,246,49369
2021-03-16,ios,248,164526
2021-03-16,ios,252,2213237
2021-03-16,ios,267,<20
2021-03-17,android,246,5513
2021-03-17,android,248,20972
2021-03-17,android,252,660134
2021-03-17,android,267,65
2021-03-17,ios,241,<20
2021-03-17,ios,246,44809
2021-03-17,ios,248,127595
2021-03-17,ios,252,2258979
2021-03-17,ios,267,<20
2021-03-18,android,246,5128
2021-03-18,android,248,14585
2021-03-18,android,252,668744
2021-03-18,android,267,74
2021-03-18,ios,241,<20
2021-03-18,ios,246,40951
2021-03-18,ios,248,97355
2021-03-18,ios,252,2295633
2021-03-18,ios,267,21
2021-03-19,android,246,4735
2021-03-19,android,248,11853
2021-03-19,android,252,671653
2021-03-19,android,267,96
2021-03-19,ios,241,<20
2021-03-19,ios,246,37798
2021-03-19,ios,248,79811
2021-03-19,ios,252,2318695
2021-03-19,ios,267,29
2021-03-20,android,246,4468
2021-03-20,android,248,9897
2021-03-20,android,252,668838
2021-03-20,android,267,117
2021-03-20,ios,241,<20
2021-03-20,ios,246,34712
2021-03-20,ios,248,67866
2021-03-20,ios,252,2331750
2021-03-20,ios,267,29
2021-03-21,android,246,4133
2021-03-21,android,248,8581
2021-03-21,android,252,668050
2021-03-21,android,267,125
2021-03-21,ios,241,<20
2021-03-21,ios,246,32472
2021-03-21,ios,248,59386
2021-03-21,ios,252,2343402
2021-03-21,ios,267,39
2021-03-22,android,246,3938
2021-03-22,android,248,8292
2021-03-22,android,252,676188
2021-03-22,android,267,156
2021-03-22,ios,241,<20
2021-03-22,ios,246,30779
2021-03-22,ios,248,53049
2021-03-22,ios,252,2356792
2021-03-22,ios,267,49
2021-03-23,android,246,3888
2021-03-23,android,248,7610
2021-03-23,android,252,684498
2021-03-23,android,267,252
2021-03-23,ios,241,<20
2021-03-23,ios,246,29103
2021-03-23,ios,248,47606
2021-03-23,ios,252,2366545
2021-03-23,ios,267,76
2021-03-24,android,246,3720
2021-03-24,android,248,6735
2021-03-24,android,252,689265
2021-03-24,android,265,97
2021-03-24,android,267,450
2021-03-24,ios,241,<20
2021-03-24,ios,246,27474
2021-03-24,ios,248,43072
2021-03-24,ios,252,2373842
2021-03-24,ios,267,108
2021-03-25,android,246,3699
2021-03-25,android,248,6427
2021-03-25,android,252,699711
2021-03-25,android,266,95
2021-03-25,android,267,1046
2021-03-25,ios,241,<20
2021-03-25,ios,246,26083
2021-03-25,ios,248,39250
2021-03-25,ios,252,2380473
2021-03-25,ios,267,162
2021-03-26,android,246,3505
2021-03-26,android,248,5956
2021-03-26,android,252,697587
2021-03-26,android,267,6747
2021-03-26,ios,241,<20
2021-03-26,ios,246,24842
2021-03-26,ios,248,36246
2021-03-26,ios,252,2384347
2021-03-26,ios,267,1771
2021-03-27,android,246,3290
2021-03-27,android,248,5368
2021-03-27,android,252,556575
2021-03-27,android,265,<20
2021-03-27,android,267,144378
2021-03-27,ios,241,<20
2021-03-27,ios,246,23573
2021-03-27,ios,248,33531
2021-03-27,ios,252,2290852
2021-03-27,ios,267,96220
2021-03-28,android,246,3071
2021-03-28,android,248,4932
2021-03-28,android,252,209841
2021-03-28,android,265,<20
2021-03-28,android,267,490661
2021-03-28,ios,241,<20
2021-03-28,ios,246,22597
2021-03-28,ios,248,31383
2021-03-28,ios,252,714698
2021-03-28,ios,267,1674340
2021-03-29,android,246,2880
2021-03-29,android,248,4684
2021-03-29,android,252,108503
2021-03-29,android,265,<20
2021-03-29,android,267,600262
2021-03-29,android,268,94
2021-03-29,ios,241,<20
2021-03-29,ios,246,21548
2021-03-29,ios,248,29582
2021-03-29,ios,252,281739
2021-03-29,ios,267,2115067
2021-03-30,android,246,2599
2021-03-30,android,248,4389
2021-03-30,android,252,54116
2021-03-30,android,265,<20
2021-03-30,android,267,656260
2021-03-30,android,268,<20
2021-03-30,ios,241,<20
2021-03-30,ios,246,20658
2021-03-30,ios,248,27832
2021-03-30,ios,252,200333
2021-03-30,ios,267,2201696
2021-03-30,ios,268,<20
