date,count-nombre
2021-02-28,1018581
2021-03-31,3081941
2021-04-30,3226006
2021-05-31,3713230
2021-06-30,4420188
2021-07-31,3757856
2021-08-31,3448033
2021-09-30,5217039
2021-10-31,6663488
2021-11-30,3870552
2021-12-31,3359443
