date,number_of_checks,count
2021-02-28,1-6,21459.0
2021-02-28,7-12,2238.0
2021-02-28,13-30,77.0
2021-02-28,30+,<20
2021-03-07,1-6,7414081.0
2021-03-07,7-12,2454995.0
2021-03-07,13-30,544.0
2021-03-07,30+,<20
2021-03-14,1-6,15226810.0
2021-03-14,7-12,5356258.0
2021-03-14,13-30,855.0
2021-03-14,30+,27.0
