date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-05-16,1-6,android,1.2.8,4181176
2021-05-16,1-6,android,1.2.9,4552
2021-05-16,1-6,ios,1.2.0,81599
2021-05-16,1-6,ios,1.2.1,36644
2021-05-16,1-6,ios,1.2.2,37100
2021-05-16,1-6,ios,1.2.3,80093
2021-05-16,1-6,ios,1.2.4,97364
2021-05-16,1-6,ios,1.2.6,54575
2021-05-16,1-6,ios,1.2.7,194045
2021-05-16,1-6,ios,1.2.8,2686870
2021-05-16,1-6,ios,1.2.9,35
2021-05-16,1-6,ios,1.4.0,<20
2021-05-16,1-6,ios,1.4.1,<20
2021-05-16,13-30,android,1.2.0,89
2021-05-16,13-30,android,1.2.3,<20
2021-05-16,13-30,android,1.2.6,<20
2021-05-16,13-30,android,1.2.8,1571
2021-05-16,13-30,ios,1.2.0,<20
2021-05-16,13-30,ios,1.2.2,<20
2021-05-16,13-30,ios,1.2.3,<20
2021-05-16,13-30,ios,1.2.4,<20
2021-05-16,13-30,ios,1.2.7,<20
2021-05-16,13-30,ios,1.2.8,43769
2021-05-16,13-30,ios,1.2.9,<20
2021-05-16,30+,android,1.2.0,<20
2021-05-16,30+,ios,1.2.8,<20
2021-05-16,7-12,android,1.2.0,2064
2021-05-16,7-12,android,1.2.1,498
2021-05-16,7-12,android,1.2.2,516
2021-05-16,7-12,android,1.2.3,1188
2021-05-16,7-12,android,1.2.4,1051
2021-05-16,7-12,android,1.2.5,303
2021-05-16,7-12,android,1.2.6,684
2021-05-16,7-12,android,1.2.7,2448
2021-05-16,7-12,android,1.2.8,516419
2021-05-16,7-12,android,1.2.9,46
2021-05-16,7-12,ios,1.2.0,29283
2021-05-16,7-12,ios,1.2.1,13633
2021-05-16,7-12,ios,1.2.2,16470
2021-05-16,7-12,ios,1.2.3,37103
2021-05-16,7-12,ios,1.2.4,44637
2021-05-16,7-12,ios,1.2.6,23260
2021-05-16,7-12,ios,1.2.7,91556
2021-05-16,7-12,ios,1.2.8,12609012
2021-05-16,7-12,ios,1.2.9,33
2021-05-16,7-12,ios,1.4.0,<20
2021-05-23,1-6,android,1.2.0,13277
2021-05-23,1-6,android,1.2.1,6471
2021-05-23,1-6,android,1.2.2,6923
2021-05-23,1-6,android,1.2.3,17158
2021-05-23,1-6,android,1.2.4,14272
2021-05-23,1-6,android,1.2.5,3464
2021-05-23,1-6,android,1.2.6,8538
2021-05-23,1-6,android,1.2.7,29332
2021-05-23,1-6,android,1.2.8,2555911
2021-05-23,1-6,android,1.2.9,1645198
2021-05-23,1-6,android,1.3.0,<20
2021-05-23,1-6,ios,1.2.0,75928
2021-05-23,1-6,ios,1.2.1,33440
2021-05-23,1-6,ios,1.2.2,33490
2021-05-23,1-6,ios,1.2.3,70987
2021-05-23,1-6,ios,1.2.4,82737
2021-05-23,1-6,ios,1.2.6,44182
2021-05-23,1-6,ios,1.2.7,142419
2021-05-23,1-6,ios,1.2.8,1851937
2021-05-23,1-6,ios,1.2.9,604609
2021-05-23,1-6,ios,1.2.10,<20
2021-05-23,1-6,ios,1.4.0,362122
2021-05-23,1-6,ios,1.4.1,<20
2021-05-23,13-30,android,1.2.0,90
2021-05-23,13-30,android,1.2.3,<20
2021-05-23,13-30,android,1.2.8,859
2021-05-23,13-30,android,1.2.9,529
2021-05-23,13-30,ios,1.2.0,<20
2021-05-23,13-30,ios,1.2.3,<20
2021-05-23,13-30,ios,1.2.6,<20
2021-05-23,13-30,ios,1.2.7,<20
2021-05-23,13-30,ios,1.2.8,28354
2021-05-23,13-30,ios,1.2.9,9065
2021-05-23,13-30,ios,1.4.0,4840
2021-05-23,13-30,ios,1.4.1,<20
2021-05-23,30+,android,1.2.0,<20
2021-05-23,7-12,android,1.2.0,1894
2021-05-23,7-12,android,1.2.1,466
2021-05-23,7-12,android,1.2.2,447
2021-05-23,7-12,android,1.2.3,1074
2021-05-23,7-12,android,1.2.4,903
2021-05-23,7-12,android,1.2.5,240
2021-05-23,7-12,android,1.2.6,541
2021-05-23,7-12,android,1.2.7,1933
2021-05-23,7-12,android,1.2.8,293276
2021-05-23,7-12,android,1.2.9,200167
2021-05-23,7-12,ios,1.2.0,27416
2021-05-23,7-12,ios,1.2.1,12337
2021-05-23,7-12,ios,1.2.2,15177
2021-05-23,7-12,ios,1.2.3,33396
2021-05-23,7-12,ios,1.2.4,38624
2021-05-23,7-12,ios,1.2.6,19174
2021-05-23,7-12,ios,1.2.7,70085
2021-05-23,7-12,ios,1.2.8,8214726
2021-05-23,7-12,ios,1.2.9,2702429
2021-05-23,7-12,ios,1.4.0,1539003
2021-05-23,7-12,ios,1.4.1,49
2021-05-30,1-6,android,1.2.0,12718
2021-05-30,1-6,android,1.2.1,6021
2021-05-30,1-6,android,1.2.2,6508
2021-05-30,1-6,android,1.2.3,15890
2021-05-30,1-6,android,1.2.4,12742
2021-05-30,1-6,android,1.2.5,3141
2021-05-30,1-6,android,1.2.6,7294
2021-05-30,1-6,android,1.2.7,23800
2021-05-30,1-6,android,1.2.8,131641
2021-05-30,1-6,android,1.2.9,4101510
2021-05-30,1-6,android,1.3.0,109
2021-05-30,1-6,ios,1.2.0,70541
2021-05-30,1-6,ios,1.2.1,30543
2021-05-30,1-6,ios,1.2.2,30810
2021-05-30,1-6,ios,1.2.3,63496
2021-05-30,1-6,ios,1.2.4,71867
2021-05-30,1-6,ios,1.2.6,36717
2021-05-30,1-6,ios,1.2.7,112258
2021-05-30,1-6,ios,1.2.8,229419
2021-05-30,1-6,ios,1.2.9,165537
2021-05-30,1-6,ios,1.2.10,<20
2021-05-30,1-6,ios,1.4.0,2560819
2021-05-30,1-6,ios,1.4.1,113
2021-05-30,13-30,android,1.2.0,88
2021-05-30,13-30,android,1.2.8,56
2021-05-30,13-30,android,1.2.9,1277
2021-05-30,13-30,android,1.3.0,<20
2021-05-30,13-30,ios,1.2.0,<20
2021-05-30,13-30,ios,1.2.2,<20
2021-05-30,13-30,ios,1.2.3,<20
2021-05-30,13-30,ios,1.2.7,<20
2021-05-30,13-30,ios,1.2.8,3288
2021-05-30,13-30,ios,1.2.9,1763
2021-05-30,13-30,ios,1.4.0,34885
2021-05-30,13-30,ios,1.4.1,<20
2021-05-30,30+,android,1.2.0,<20
2021-05-30,7-12,android,1.2.0,1810
2021-05-30,7-12,android,1.2.1,436
2021-05-30,7-12,android,1.2.2,417
2021-05-30,7-12,android,1.2.3,972
2021-05-30,7-12,android,1.2.4,795
2021-05-30,7-12,android,1.2.5,242
2021-05-30,7-12,android,1.2.6,479
2021-05-30,7-12,android,1.2.7,1672
2021-05-30,7-12,android,1.2.8,13300
2021-05-30,7-12,android,1.2.9,476329
2021-05-30,7-12,android,1.3.0,<20
2021-05-30,7-12,ios,1.2.0,25275
2021-05-30,7-12,ios,1.2.1,11270
2021-05-30,7-12,ios,1.2.2,13478
2021-05-30,7-12,ios,1.2.3,29660
2021-05-30,7-12,ios,1.2.4,33441
2021-05-30,7-12,ios,1.2.6,16219
2021-05-30,7-12,ios,1.2.7,55795
2021-05-30,7-12,ios,1.2.8,656468
2021-05-30,7-12,ios,1.2.9,436831
2021-05-30,7-12,ios,1.2.10,<20
2021-05-30,7-12,ios,1.4.0,11151643
2021-05-30,7-12,ios,1.4.1,169
2021-06-06,1-6,android,1.2.0,14399
2021-06-06,1-6,android,1.2.1,6886
2021-06-06,1-6,android,1.2.2,7224
2021-06-06,1-6,android,1.2.3,17896
2021-06-06,1-6,android,1.2.4,13999
2021-06-06,1-6,android,1.2.5,3311
2021-06-06,1-6,android,1.2.6,7692
2021-06-06,1-6,android,1.2.7,24727
2021-06-06,1-6,android,1.2.8,84786
2021-06-06,1-6,android,1.2.9,4797499
2021-06-06,1-6,android,1.3.0,169
2021-06-06,1-6,android,1.4.2,<20
2021-06-06,1-6,ios,1.2.0,64815
2021-06-06,1-6,ios,1.2.1,28323
2021-06-06,1-6,ios,1.2.2,28168
2021-06-06,1-6,ios,1.2.3,57126
2021-06-06,1-6,ios,1.2.4,63044
2021-06-06,1-6,ios,1.2.6,31544
2021-06-06,1-6,ios,1.2.7,92749
2021-06-06,1-6,ios,1.2.8,120520
2021-06-06,1-6,ios,1.2.9,34976
2021-06-06,1-6,ios,1.4.0,1958288
2021-06-06,1-6,ios,1.4.1,864279
2021-06-06,13-30,android,1.2.0,71
2021-06-06,13-30,android,1.2.1,<20
2021-06-06,13-30,android,1.2.3,<20
2021-06-06,13-30,android,1.2.4,<20
2021-06-06,13-30,android,1.2.6,<20
2021-06-06,13-30,android,1.2.7,<20
2021-06-06,13-30,android,1.2.8,58
2021-06-06,13-30,android,1.2.9,3466
2021-06-06,13-30,android,1.3.0,<20
2021-06-06,13-30,ios,1.2.0,<20
2021-06-06,13-30,ios,1.2.3,<20
2021-06-06,13-30,ios,1.2.4,<20
2021-06-06,13-30,ios,1.2.7,<20
2021-06-06,13-30,ios,1.2.8,2066
2021-06-06,13-30,ios,1.2.9,499
2021-06-06,13-30,ios,1.4.0,26194
2021-06-06,13-30,ios,1.4.1,9830
2021-06-06,30+,android,1.2.0,<20
2021-06-06,30+,ios,1.4.1,<20
2021-06-06,7-12,android,1.2.0,1815
2021-06-06,7-12,android,1.2.1,402
2021-06-06,7-12,android,1.2.2,413
2021-06-06,7-12,android,1.2.3,1088
2021-06-06,7-12,android,1.2.4,834
2021-06-06,7-12,android,1.2.5,207
2021-06-06,7-12,android,1.2.6,452
2021-06-06,7-12,android,1.2.7,1490
2021-06-06,7-12,android,1.2.8,9923
2021-06-06,7-12,android,1.2.9,681479
2021-06-06,7-12,android,1.3.0,30
2021-06-06,7-12,android,1.4.2,<20
2021-06-06,7-12,ios,1.2.0,22827
2021-06-06,7-12,ios,1.2.1,10140
2021-06-06,7-12,ios,1.2.2,12373
2021-06-06,7-12,ios,1.2.3,26722
2021-06-06,7-12,ios,1.2.4,29758
2021-06-06,7-12,ios,1.2.6,13829
2021-06-06,7-12,ios,1.2.7,46501
2021-06-06,7-12,ios,1.2.8,362819
2021-06-06,7-12,ios,1.2.9,102090
2021-06-06,7-12,ios,1.4.0,8291779
2021-06-06,7-12,ios,1.4.1,3383796
