date,appos,count
2021-02-24,android,<20
2021-02-24,ios,<20
2021-02-25,android,1650.0
2021-02-25,ios,2671.0
2021-02-26,android,2016.0
2021-02-26,ios,3602.0
2021-02-27,android,2745.0
2021-02-27,ios,3474.0
2021-02-28,android,2482.0
2021-02-28,ios,3479.0
2021-03-01,android,2390.0
2021-03-01,ios,3350.0
2021-03-02,android,2112.0
2021-03-02,ios,3084.0
2021-03-03,android,2029.0
2021-03-03,ios,2817.0
2021-03-04,android,2251.0
2021-03-04,ios,2788.0
2021-03-05,android,2356.0
2021-03-05,ios,3224.0
2021-03-06,android,2054.0
2021-03-06,ios,2808.0
2021-03-07,android,1753.0
2021-03-07,ios,2829.0
2021-03-08,android,1765.0
2021-03-08,ios,2810.0
2021-03-09,android,1849.0
2021-03-09,ios,2687.0
2021-03-10,android,1801.0
2021-03-10,ios,2737.0
2021-03-11,android,1778.0
2021-03-11,ios,2719.0
2021-03-12,android,1986.0
2021-03-12,ios,2847.0
2021-03-13,android,1943.0
2021-03-13,ios,2779.0
2021-03-14,android,2071.0
2021-03-14,ios,2645.0
2021-03-15,android,2078.0
2021-03-15,ios,2646.0
2021-03-16,android,2130.0
2021-03-16,ios,2704.0
2021-03-17,android,2564.0
2021-03-17,ios,3379.0
2021-03-18,android,2395.0
2021-03-18,ios,3215.0
2021-03-19,android,2154.0
2021-03-19,ios,2722.0
2021-03-20,android,2017.0
2021-03-20,ios,2842.0
2021-03-21,android,1823.0
2021-03-21,ios,2600.0
2021-03-22,android,1947.0
2021-03-22,ios,2642.0
2021-03-23,android,3285.0
2021-03-23,ios,2601.0
2021-03-24,android,2527.0
2021-03-24,ios,2676.0
2021-03-25,android,2298.0
2021-03-25,ios,2608.0
