date,count
2021-02-24,<20
2021-02-25,27.0
2021-02-26,15413.0
2021-02-27,1562607.0
2021-02-28,2494899.0
2021-03-01,2780794.0
2021-03-02,2869769.0
2021-03-03,2927981.0
2021-03-04,2963346.0
2021-03-05,2988024.0
2021-03-06,3007012.0
2021-03-07,3023835.0
2021-03-08,3047955.0
2021-03-09,3064135.0
2021-03-10,3078533.0
2021-03-11,3087930.0
2021-03-12,3097210.0
2021-03-13,3092472.0
2021-03-14,3093820.0
2021-03-15,3104864.0
2021-03-16,3110933.0
2021-03-17,3117801.0
2021-03-18,3122167.0
2021-03-19,3124259.0
2021-03-20,3117157.0
2021-03-21,3115526.0
2021-03-22,3128298.0
2021-03-23,3138128.0
2021-03-24,3142379.0
2021-03-25,3151193.0
